u10,v10,d2m,t2m,evabs,sp,sshf,tp,swvli,swvl1,swvl2
-1.0997,0.65122,295.04,301.12,-0.0019876,95857,-2.2368e+06,0.0005931,0.35452,0.35412,0.39212
-0.08387,0.25487,296.55,303.89,-0.0023773,99302,-2.7141e+06,0.0003715,0.32594,0.32484,0.38472
1.4157,1.7332,294.3,298.79,-0.0027212,97906,-4.3222e+06,1.9553e-05,0.27722,0.27739,0.30637
1.5717,0.91206,295.77,301.03,-0.0002744,96834,61625,0,0.2022,0.19931,0.21767
1.5283,1.2162,294.83,296.9,-2.0546e-06,97695,61625,9.1246e-05,0.21464,0.21398,0.14159
-0.66359,-0.053116,272.77,293.6,0,80374,7467.1,0,0.017108,0.01709,0.054548
1.4621,2.6801,295.16,303.87,-0.00096885,96239,-1.4642e+06,0.00018249,0.20604,0.20345,0.18971
0.94772,2.7753,293.48,294.99,-0.0010968,93802,-2.865e+06,0.0033305,0.32474,0.32339,0.27367
-0.28332,2.2307,293.47,295.84,-0.0019917,93484,-4.9534e+06,0.00058658,0.22258,0.22301,0.26
-1.9733,-2.2112,275.31,294.17,-7.6096e-08,97997,4.5156e+05,0,0.013642,0.013614,0.05333
0.25792,2.0344,295.34,297.72,-0.0015805,98142,-1.8072e+06,0.001284,0.39659,0.39582,0.37105
0.3353,-1.4299,295.8,298.01,-0.001498,96260,-2.1328e+06,0.007241,0.39941,0.39985,0.40621
0.08744,1.2094,293.88,301.02,-0.0010482,97588,-1.5898e+06,0.00067131,0.43806,0.43741,0.45498
0.54551,1.271,296.08,298.74,-0.0022417,99050,-5.6422e+06,3.2588e-05,0.30482,0.30487,0.31042
1.525,2.8343,297.74,302.35,-0.0016613,1.0109e+05,-2.0852e+06,0.001662,0.46904,0.46682,0.45967
-1.5408,1.2502,295.92,300.07,-2.2753e-05,1.0106e+05,-1.1457e+05,0.00041712,0.077137,0.076781,0.087772
3.2571,0.53737,293.61,299.37,-0.0014051,94458,-1.5277e+06,0.00091246,0.40005,0.39796,0.40039
3.56,0.58198,293.58,298.71,0,96430,3.9379e+05,0,0.031949,0.0312,0.00033729
0.48385,1.2659,295.19,295.8,-0.0020519,97688,-3.3431e+06,0.003878,0.47003,0.44039,0.4207
0.34316,0.62063,295.76,296.83,-0.001408,1.0017e+05,-1.9841e+06,0.0081795,0.42033,0.41998,0.40904
-0.47242,-2.3909,280.93,301.69,-0.0016616,95846,-4.9201e+06,0,0.12097,0.12099,0.18095
-1.5801,-0.50681,270.76,307.24,0,96748,-7.233e+05,0,0.010044,0.0099315,0.10037
-2.1201,-1.8658,295.7,300.77,-0.0019976,94884,-3.0051e+06,0.0052988,0.25643,0.25636,0.23884
1.8903,1.3267,295.02,297.94,-2.6634e-05,99844,2.3565e+05,0.00078211,0.34769,0.34598,0.32404
0.5571,1.1049,295.34,297.69,-0.00012822,97807,-3.2903e+05,4.5623e-05,0.31285,0.31103,0.32368
2.2967,-0.61642,295.44,304.14,-0.0024338,97198,-1.7465e+06,0,0.24225,0.23434,0.2596
0.022889,0.86915,295.19,299.78,-0.00103,98002,-2.6347e+06,0.0086032,0.29469,0.29129,0.29348
0.32082,-3.9117,279.39,298.48,0,96744,1.5405e+05,0,0.012471,0.012302,2.8108e-05
1.2357,-1.4409e-05,297.03,303.78,-0.0027601,98463,-2.6195e+06,0.000743,0.38208,0.38483,0.40425
2.7229,2.5739,292.62,296.14,0,93404,1.1289e+05,6.5176e-06,0.025756,0.025709,1.8739e-05
1.7108,2.6831,295.51,300.58,-0.00084375,97622,-1.2085e+06,0.014176,0.38257,0.38028,0.35511
-3.3048,-4.0633,276.05,288.25,0,1.0029e+05,5.6348e+05,0,0.0059682,0.0059682,0.040325
-0.53946,-3.452,288.21,299.06,0,98037,2.3565e+05,0,0.031603,0.031172,0.10191
0.78427,0.80033,295.79,300.32,-9.512e-06,96077,16854,0,0.22187,0.21767,0.22709
-0.2258,-0.54165,292.56,294.82,-0.0017985,92431,-1.9689e+06,0.0068369,0.47359,0.47391,0.48629
0.41889,3.9749,295.55,298.53,-1.0577e-05,1.0071e+05,2.4287e+05,0.0054161,0.44177,0.43165,0.39097
0.33861,-0.056939,294.7,295.93,-1.4458e-06,97051,68123,0,0.40297,0.40097,0.3972
0.30551,1.5731,294.24,295.49,-3.0438e-06,95190,1.7355e+05,0,0.17516,0.17543,0.23964
-0.26635,-1.7719,297.14,302.19,-0.0026092,96432,-5.0617e+06,0.0025223,0.26477,0.26382,0.25536
1.2134,0.78206,295.06,295.62,-3.6526e-06,98910,2.2626e+05,0,0.34625,0.34546,0.36478
2.2193,-3.034,287.49,297.53,0,1.0043e+05,2.862e+05,0,0.0079358,0.0079639,0.12883
-0.82084,-0.39466,295.86,296.52,-0.002624,95876,-2.5271e+06,0.0054552,0.36045,0.35893,0.33707
0.2513,1.4915,295.89,298.73,-0.00010303,99498,-3364.4,2.607e-05,0.40958,0.40827,0.41019
-0.68015,0.75742,295.12,304.11,-9.0402e-05,1.0057e+05,-1.4317e+06,0.00018901,0.26416,0.26242,0.22813
2.1502,0.32624,294.38,299.35,-0.0017969,97387,-2.0317e+06,0.00018249,0.36523,0.36456,0.34956
0.14496,1.2311,296.24,297.37,-2.6634e-06,98774,1.2084e+05,0,0.39404,0.39303,0.39936
-3.5308,-1.6632,275.72,299.48,0,97236,4.7683e+05,0,0.0046097,0.0045816,0.020144
2.8921,-3.4758,293.39,309.07,-2.5188e-05,1.0082e+05,-1.8454e+06,1.9553e-05,0.02837,0.027143,0.14125
2.3976,2.7655,294.29,297,-8.1955e-05,99291,4.7467e+05,0.0028808,0.378,0.37589,0.36225
0.87861,2.2396,296.82,303.11,-0.0022748,96346,-1.7913e+06,0.00024115,0.43478,0.46051,0.43361
1.5167,1.6019,295.6,298.51,-0.0012995,98511,-2.6824e+06,0.0051815,0.42999,0.4208,0.41636
3.0506,-0.086676,286.82,303.49,0,96777,1.8077e+05,0,0.0084698,0.0084417,1.8739e-05
0.88648,-2.8433,279.6,301.94,-0.00058206,96950,-3.2932e+06,0,0.10248,0.10248,0.15121
3.2703,3.0187,292.09,303.75,-7.6096e-08,97827,1.851e+05,0,0.056965,0.056806,0.053986
-0.69918,0.87042,296.34,301.54,-0.0013372,95230,-1.735e+06,0.0065697,0.37091,0.41513,0.32273
-2.8319,-1.393,273.74,309.52,-3.3787e-05,95428,-3.9323e+06,0,0.017839,0.017745,0.090329
0.17268,1.7697,294.29,295.66,-0.0027457,95537,-1.3046e+06,0.0001499,0.35807,0.35868,0.37839
0.14951,0.099816,294.8,295.41,0,97773,23353,0,0.33067,0.3314,0.34331
1.8502,2.3131,293.81,301,-5.3267e-06,97829,2.4793e+05,0,0.10884,0.10868,0.16388
2.3021,1.2319,297.25,299.56,-0.0028176,1.0071e+05,-1.9812e+06,9.7763e-05,0.2568,0.2575,0.30472
1.9992,0.80245,294.61,304.05,-0.002282,99508,-2.2318e+06,0.00028677,0.36599,0.36278,0.36708
3.9287,-0.63723,290.85,302.64,0,90741,-4.3194e+06,0.00011732,0.021943,0.024688,0.081588
0.99117,1.6967,293.25,296.23,-0.0011567,93736,-1.1284e+06,0.0075995,0.31234,0.31067,0.27121
0.73875,-0.10664,289.65,289.86,-3.0438e-07,87504,1.0134e+05,6.5176e-06,0.44452,0.44631,0.4769
2.4845,1.4282,294.53,299.3,-4.4897e-06,97953,2.1976e+05,0,0.032699,0.032259,0.12804
1.2266,0.22259,295.41,302.51,-0.0023567,96672,-1.8194e+06,0.00036498,0.36116,0.37033,0.37907
1.2709,0.008057,294.61,297.34,-0.001638,96400,-2.0859e+06,0.0029329,0.47731,0.47609,0.46896
-0.87091,2.2234,290.83,310.1,-0.0016691,97340,-2.3682e+06,0,0.18004,0.17832,0.23786
-0.36194,-0.17206,294.13,304.14,-0.0024928,98581,-3.3084e+06,0.00048882,0.37802,0.37744,0.38295
1.2175,-0.096447,294.77,303.32,-0.00043367,95519,-5.6466e+06,0.00089291,0.31714,0.40364,0.29393
2.2628,1.4329,296.29,300.17,-0.00027448,97428,-1.9544e+05,0,0.45597,0.44803,0.45728
0.49089,0.38104,292.07,297.75,-6.7725e-06,95993,52959,0,0.28687,0.28663,0.33963
1.0412,1.8462,294.57,295.67,-5.4028e-06,97357,1.3744e+05,0,0.38873,0.38808,0.37085
0.72551,1.3802,295.36,302.81,-0.0011529,92789,-1.1342e+06,0,0.32455,0.31694,0.35304
1.4972,3.4354,295.74,297.84,-9.1315e-07,98035,-2.9625e+06,0.0034999,0.092241,0.091875,0.14075
-1.6993,0.56074,275.1,300.98,-0.00034662,97875,-3.9489e+06,0,0.050444,0.050444,0.059177
1.3665,1.2281,293.54,296.63,-0.00037219,92189,-9.8253e+05,0.012188,0.45758,0.45018,0.49362
0.79461,1.1941,294.76,296.22,-9.5881e-06,96865,80399,5.2141e-05,0.36994,0.36635,0.3313
0.094061,-0.78761,294.98,295.45,-0.0017767,95847,-1.7393e+06,0.019488,0.38965,0.38768,0.343
-2.8008,1.0624,295.79,300.27,-0.0022825,97530,-2.6246e+06,0.0070911,0.39249,0.38695,0.33018
2.3265,-2.4907,281.02,312.1,0,97772,-9.031e+05,0,0.020678,0.020463,6.5585e-05
-1.2173,0.60109,295.59,297.96,-0.001632,96376,-1.3804e+06,0.0036368,0.47336,0.47159,0.49037
-1.0261,-1.8437,284.09,295.51,-4.4136e-06,96202,67401,0,0.20007,0.20009,0.28564
1.6892,3.9465,291.58,301.76,-0.00024145,93789,-5.9224e+06,0.00039757,0.15779,0.15749,0.14502
0.85048,1.1835,294.54,297.6,-0.0020407,97146,-4.3721e+06,0.0037346,0.28636,0.28462,0.28993
1.5552,1.3279,294.2,299.88,-0.00079292,92803,-8.8071e+05,0.0013557,0.29628,0.31127,0.30777
2.0861,1.9333,292.99,299.71,0,97625,73178,0,0.024641,0.02451,0.11444
1.1575,2.2965,295.86,302.43,-0.0014868,96411,-1.6418e+06,0.0007039,0.47095,0.46735,0.4861
0.16772,0.61086,295.35,302.4,-0.00095211,97335,-1.3761e+06,0.0029525,0.38808,0.38281,0.37664
1.3135,1.1733,294.78,296.79,-0.0023135,97409,-1.3421e+06,0.0024376,0.37244,0.38283,0.37492
1.6805,0.5293,295.47,299.9,-0.00037051,99801,-4.5829e+05,0.0005931,0.27105,0.26804,0.26642
1.4695,1.3602,294.72,296.37,-6.8943e-05,98897,-1.4995e+05,0.00035847,0.41066,0.4104,0.42645
0.030337,0.99999,294.74,295.66,0,98971,19021,3.2588e-05,0.45793,0.46094,0.48381
-0.19311,2.0816,296.29,298.17,-0.0020073,96300,-2.5502e+06,0.0029916,0.43869,0.43694,0.37013
2.2139,2.6402,294,304.13,-0.00089877,98041,-2.1675e+06,0.00061917,0.20566,0.19527,0.098378
1.4687,1.4265,294.4,300.29,-0.00048192,95215,-4.424e+05,6.5176e-06,0.34004,0.33584,0.3413
-0.36235,-1.1886,276.41,304.49,-4.2309e-05,97182,-5.8249e+06,0,0.10892,0.1089,0.12419
0.20992,0.066681,292.95,301.13,-0.0029811,96241,-1.7054e+06,6.5176e-06,0.41524,0.41573,0.44903
-0.51297,2.5093,289.57,300.27,-0.0020442,96277,-3.294e+06,0,0.19859,0.20059,0.29036
3.1226,3.9966,289.04,303.37,0,97474,1.8294e+05,0,0.021774,0.021746,0.00055279
-1.3542,0.71452,288.23,294.82,-8.3706e-07,98353,35629,0,0.042415,0.042415,0.059111
-3.2453,2.2455,295.1,297.92,-0.002273,96563,-4.0146e+06,0.0027504,0.32069,0.32077,0.32161
0.48551,0.68011,295.34,295.71,-1.423e-05,98667,1.7427e+05,0,0.44886,0.44879,0.45335
-0.59532,-0.79526,291.21,304.38,-4.5658e-06,1.01e+05,-40191,0,0.028689,0.027799,0.18274
-2.243,1.5998,278.38,303.58,-1.2556e-05,97727,-4.3302e+06,0,0.12918,0.12919,0.14897
-1.3596,-1.051,284.21,307.68,-0.0024603,95975,-3.4774e+06,0,0.20315,0.20299,0.30698
0.44248,1.2846,291.71,296.19,-1.4382e-05,93331,1.1145e+05,0,0.20634,0.20659,0.2478
2.0352,-1.992,277.66,298.78,0,97832,25520,0,0.0086104,0.0085916,0.06819
1.8701,1.1083,294.94,302.01,-0.0004024,96227,-2.6115e+05,0,0.29971,0.29171,0.28372
0.021234,0.41588,293.7,294.39,-1.5219e-06,95299,-22139,0.0047839,0.3866,0.37874,0.35931
1.5386,2.3993,295.32,297.24,-1.8644e-05,92383,45738,0,0.31911,0.31763,0.34101
-1.6186,0.04714,289.66,297.64,-0.002657,95876,-3.0463e+06,0,0.051775,0.051756,0.11309
0.26123,1.5769,294.28,299.27,-0.0020717,93943,-2.704e+06,0.00035195,0.2874,0.28841,0.33273
0.19006,0.82794,294.24,305.65,-0.0023654,96156,-2.4939e+06,1.3035e-05,0.34623,0.34004,0.34763
0.60923,-0.35303,293.91,294.94,-0.001412,94973,-3.837e+06,0.0060418,0.45223,0.46053,0.49391
0.98496,2.1058,295.43,299.17,-0.00017403,95537,75344,0,0.34287,0.33552,0.34018
2.9041,0.6508,295.79,299.8,-0.00022631,98043,-40191,0.0057811,0.40002,0.39072,0.35779
0.93737,1.2952,295.12,295.58,-0.00087571,98343,-1.9119e+06,0.0038649,0.28583,0.28342,0.27986
0.15034,0.84536,295.76,296.32,-6.8486e-07,99517,35629,0.0001499,0.40477,0.40834,0.41426
-1.7382,-1.4796,283.13,298.6,-0.002292,94578,-4.8833e+06,0,0.11232,0.11235,0.18225
1.0383,0.96473,286.73,309.75,-1.5219e-07,95087,-4.5114e+06,1.3035e-05,0.02629,0.026965,0.032062
0.13627,2.1737,294.32,298.65,-0.0019385,98590,-3.6485e+06,0.00068434,0.31003,0.30983,0.3147
2.2714,0.21621,294.02,304.11,0,96474,-1.0656e+06,0,0.025897,0.026,0.073558
0.41227,1.695,293.7,306.37,-0.0015583,97788,-3.0131e+06,6.5176e-05,0.22491,0.22563,0.33923
0.86703,2.9155,293.36,297.87,-0.0024875,93723,-2.5914e+06,1.3035e-05,0.26418,0.26422,0.33565
0.64358,1.0998,294.01,297,-0.0022365,95103,-1.288e+06,2.607e-05,0.39771,0.39791,0.39745
3.1119,-3.3016,294.64,305.88,-1.4154e-05,97519,-2.2115e+06,0.0002607,0.052796,0.068358,0.058596
-2.6837,-3.613,277.22,304.82,-1.598e-06,97163,2.2265e+05,0,0.16691,0.16689,0.25733
-2.9333,1.1466,284.37,311.03,0,95659,-3.3091e+06,0,0.02362,0.023564,0.0002436
1.5266,0.42565,294.07,297.58,-0.00021459,95759,-5.5866e+05,0.012351,0.41446,0.40997,0.39893
1.1492,0.66099,296.78,303.42,-0.0023381,99597,-3.325e+06,0.00098415,0.41546,0.43704,0.42839
1.6379,2.7596,294.75,296.87,-4.1853e-06,97469,1.6922e+05,0,0.26375,0.26166,0.15176
2.0062,0.97153,296.86,302.47,-0.001256,98060,-2.1256e+06,0.00058658,0.43016,0.45674,0.45005
-0.81877,0.32369,295.54,296.05,-7.6096e-08,99681,21187,0.00077559,0.42334,0.42104,0.41841
0.14661,1.6461,286.48,296.59,-0.0016346,89700,-2.8181e+06,5.8658e-05,0.12715,0.12724,0.18951
-0.39835,0.33898,294.96,295.19,0,99474,246.09,0.00015642,0.42383,0.42688,0.42999
-0.70539,-1.3603,296.25,298.56,-0.0025192,96315,-3.655e+06,0.0049729,0.39094,0.40116,0.37754
0.55958,1.5089,294.52,295.9,-0.0016005,99144,-2.7221e+06,0.0055269,0.39671,0.39541,0.39983
-0.071456,1.9813,287.72,299.73,-6.8486e-07,96091,89786,0,0.19626,0.19628,0.27668
0.16689,1.4337,293.46,294.47,-7.7618e-06,96176,5.1221e+05,0.00016946,0.46297,0.46257,0.45865
-0.86553,-1.7375,285.63,301.81,-0.0028621,93072,-3.5958e+06,0,0.13725,0.13707,0.20891
2.1473,1.8241,294.12,301.84,-0.00094032,99330,-2.1494e+06,0.00069086,0.46272,0.46044,0.45631
2.2371,4.3518,292.98,298.95,-3.8048e-07,95140,-4.1439e+06,0,0.026918,0.026918,0.048767
-1.8888,-1.797,283.43,297.45,-7.6096e-08,98075,86176,0,0.22879,0.22881,0.27639
-0.77739,3.6971,282.71,298.02,0,95790,3.7502e+05,0,0.014279,0.014269,0.05377
1.4654,1.5416,295.67,299,-5.2582e-05,98066,-1.0085e+05,0.022714,0.45145,0.45068,0.47826
-3.7087,-0.9962,273.92,298.81,-1.9937e-05,96456,-4.1099e+06,0,0.048917,0.048917,0.059111
2.0616,0.92055,295.23,297.42,-1.0121e-05,97367,4.4289e+05,0,0.17228,0.17082,0.20721
-2.279,-4.4945,272.79,296.6,0,97413,3.093e+05,0,0.00075891,0.00074954,0.040588
0.25875,-0.96943,296.71,299.13,-0.0028863,96528,-2.192e+06,0.0037867,0.26437,0.26448,0.28078
2.1895,0.14357,293.59,301.21,-8.2184e-06,90480,-1.5653e+06,0.00026722,0.17195,0.18031,0.15262
-1.8003,-1.2188,276.01,293.94,-7.6096e-08,97852,3.2158e+05,0,0.049639,0.049639,0.060348
-0.038767,0.28928,296.51,299.2,-0.00017685,1.0008e+05,37795,0.00082773,0.38465,0.41345,0.42594
1.6139,0.9248,296.37,299.49,-0.00042347,97421,-5.0595e+05,0.00019553,0.39238,0.38725,0.40248
-2.4226,-3.1976,277.86,305.36,-0.00096977,94683,-3.993e+06,0,0.14558,0.1455,0.21133
1.6752,-2.2672,290.83,308,-0.00062345,95198,-5.1909e+06,0,0.08765,0.08557,0.06017
1.7708,2.5429,293.93,296.24,-0.0010722,97822,-3.0492e+06,0.0055269,0.21362,0.21115,0.12735
0.60468,3.2158,293.62,295.29,-1.6741e-06,96491,2.6309e+05,0.0034804,0.38844,0.3881,0.35718
0.30427,-1.8327,286.88,310.57,-0.0021829,99460,-2.7098e+06,0,0.17561,0.17551,0.22582
0.4942,-0.28209,296.9,301.43,-0.0020439,97101,-2.0433e+06,0.002581,0.42749,0.429,0.44257
2.3079,1.6253,287.2,310.3,0,98060,-9.7459e+05,0,0.020022,0.019807,1.8739e-05
2.9128,1.3581,294.63,299.25,-0.0002031,96588,-8419.1,0,0.28038,0.27675,0.27936
1.2088,2.1028,295.56,298.86,-9.5957e-05,96701,-84240,0.0016229,0.44197,0.43839,0.38091
-0.90897,-1.1631,294.15,296.26,-0.0014659,93258,-2.8629e+06,0.0081795,0.35945,0.35703,0.29266
1.2196,1.0344,292.12,304.69,-0.00056357,95395,-1.0042e+06,0,0.055588,0.055729,0.10392
-1.06,0.3067,296.36,297.64,-0.00061387,99803,-4.5756e+05,0.005918,0.26071,0.25917,0.25401
1.933,0.61214,294.25,299.95,-0.0011091,96690,-1.015e+06,0.00057355,0.35249,0.34591,0.34463
3.2641,0.026324,286.24,312.01,0,96801,-3.4745e+06,0,0.013164,0.013033,0.0048252
2.3219,1.5803,298.34,302.66,-0.0026317,1.0029e+05,-3.0001e+06,0.0030502,0.33875,0.33714,0.30864
2.5748,0.75403,295.1,298.21,-0.0001009,97526,-5.536e+05,0.01735,0.40628,0.42339,0.34438
0.64606,2.6517,291.23,309.91,-0.0016966,98041,-2.8037e+06,1.9553e-05,0.29129,0.28827,0.34912
-0.32594,1.7744,295.38,300,-0.00044752,96376,-6.0126e+05,0.00021508,0.44083,0.4342,0.4132
0.51572,2.0535,295.49,297.13,-3.333e-05,97656,1.0351e+05,0.00061917,0.47029,0.46881,0.45471
-1.461,-3.9516,275.77,300.49,-3.8048e-06,96419,-1.0129e+06,0,0.11016,0.11014,0.14865
2.1225,0.049689,273.81,295.01,-3.0438e-07,97301,42850,0,0.052037,0.052037,0.059233
0.094889,0.60492,287.96,294.77,-3.7287e-06,89204,11078,0,0.35388,0.35408,0.38565
-0.026767,0.9146,294.18,294.72,-7.6096e-08,96737,11078,0,0.39871,0.39636,0.38375
1.7236,2.757,292.92,300.18,0,95519,1.0134e+05,0,0.013333,0.013229,1.8739e-05
-1.5698,2.4732,295.35,304.13,-0.0012843,95788,-1.4649e+06,0.00065827,0.25168,0.24282,0.27768
-2.2782,1.2816,291.94,306.5,-0.0017531,96133,-4.5663e+06,4.5623e-05,0.12734,0.12783,0.17734
2.7233,3.2179,294.45,302.22,-2.6634e-06,95277,-4.871e+06,0.0056507,0.10022,0.097347,0.066025
-3.0197,-2.0221,276.57,308.03,-0.00029267,95395,-2.5596e+06,0,0.046968,0.046921,0.065079
1.6921,0.89761,293.66,306.29,-0.0011632,97457,-3.7474e+06,7.8211e-05,0.18446,0.18167,0.17296
1.7066,1.4405,296.1,299.68,-0.0015628,96975,-1.6627e+06,0.00064524,0.29466,0.3067,0.24568
-1.4192,-4.0344,270.63,296.53,-7.6096e-08,97072,2.5009e+05,0,0.23859,0.2386,0.2771
1.1741,-0.11259,293.64,294.69,-0.0021625,93839,-2.0664e+06,0.0029916,0.39143,0.38978,0.38572
1.825,0.68351,295.51,300.39,-0.001426,98166,-2.1386e+06,0.0059245,0.41655,0.43949,0.40213
1.8179,0.32709,294.72,295.48,-1.5219e-07,96846,1.0423e+05,0,0.33197,0.33205,0.33662
3.5501,4.6823,295.62,305.02,0,97421,-2.5025e+06,0,0.10705,0.099624,0.020032
0.075854,0.26082,296.77,301.25,-0.00029951,98282,-1.9263e+06,0.008525,0.31943,0.37462,0.34143
0.7673,0.99999,293.62,294.55,-0.00094557,95766,-1.3494e+06,0.019833,0.43272,0.43629,0.48056
-1.7995,-0.29866,271.68,312.24,0,97179,-3.551e+06,0,0.020191,0.020097,0.040035
1.52,3.3917,296.14,299.33,-4.3527e-05,97912,2.4793e+05,1.3035e-05,0.32775,0.32491,0.36938
-0.66401,1.4231,278.62,311.87,-6.0877e-07,97436,-4.1114e+06,0,0.022599,0.022524,0.066166
1.8088,-0.54632,292.26,298.48,-0.0010942,95273,-8.7422e+05,0.0017011,0.26416,0.2632,0.23314
2.7386,2.1092,296.36,302.24,-0.00010204,96879,99174,0,0.06715,0.066072,0.10396
0.65351,0.24977,295.83,300.48,-0.0022346,96857,-3.0131e+06,0.0033957,0.33775,0.33638,0.31218
-0.31725,-1.7702,280.94,299.48,-0.00091178,97597,-4.5057e+06,0,0.05051,0.050491,0.080304
2.0662,-2.6011,276.78,301.67,0,97720,-2.5228e+06,0,0.0032511,0.0028857,0.10402
0.20372,0.64442,292.9,297.91,-0.00020866,93580,-1.68e+05,0.00029981,0.48674,0.48277,0.49583
-2.3134,-4.5217,285.49,296.23,0,99502,-3.7727e+06,0,0.0033261,0.0033261,0.10088
3.6274,1.9019,294.8,302.5,-0.00052651,96515,-1.3674e+06,0,0.21701,0.21281,0.2159
0.27903,1.5459,295.01,295.56,-7.6096e-08,97304,1.0423e+05,0.00018901,0.40527,0.40332,0.34554
-0.33256,-4.0774,271.08,297.66,-7.6096e-08,97469,1.8294e+05,0,0.004338,0.0043192,0.093852
2.1005,1.2145,294.1,297.49,0,93815,80399,5.8658e-05,0.11467,0.10924,0.00019676
1.7323,-0.57308,293.98,295.75,-0.001388,92483,-7.9262e+05,0.0047122,0.38602,0.38449,0.37657
-1.283,-0.18651,293.47,296.62,-0.0021581,93034,-3.1084e+06,0.0062178,0.4377,0.40827,0.40395
0.093234,2.4771,296.42,300.05,-0.0028008,97762,-2.9582e+06,0.0011797,0.18997,0.29137,0.22585
1.7314,1.254,296.17,301.08,-0.0011769,95823,-1.5292e+06,0.0011145,0.39517,0.38988,0.39299
0.83723,-0.77997,293.98,298.91,-0.00079216,93087,-7.9117e+05,0.00028026,0.38346,0.3822,0.41371
3.6382,2.5523,295.15,304.07,-0.00066706,99329,-2.6087e+06,0.00064524,0.18279,0.18251,0.20191
-3.1567,-3.2048,275.45,305.3,-7.6096e-08,91287,-2.4816e+05,0,0.004441,0.0043005,0.0011149
1.9032,1.3764,295.9,298.85,-0.00011947,98459,-30082,0,0.23998,0.23418,0.21904
1.3226,2.1648,293.64,295.7,-6.2018e-05,99045,-14918,0.0002607,0.41324,0.41293,0.40237
2.281,0.69965,297.19,303.85,-0.002651,1.0079e+05,-2.174e+06,0.00049534,0.41214,0.41086,0.42925
0.97917,0.44221,292.19,293.66,-0.0025552,90974,-1.8223e+06,0.00010428,0.34622,0.34722,0.37169
-0.39794,2.1304,294.42,301.66,-0.0020924,99050,-5.3418e+06,0.00030633,0.31123,0.31128,0.32598
-1.5628,0.54714,296.04,300.79,-0.00098993,1.004e+05,-1.2995e+06,0.0085902,0.40633,0.40667,0.40312
-2.8815,1.4983,276.55,303.07,-5.7833e-06,1.0079e+05,56570,0,0.026019,0.025925,0.11921
1.1389,-0.080304,296.51,302.45,-0.001964,95282,-1.6064e+06,0.0003715,0.30467,0.30719,0.33795
1.1492,-0.12703,286.62,307.35,-0.00015737,90525,-4.4125e+06,5.2141e-05,0.15448,0.16745,0.14625
0.25172,0.90186,295.85,296.35,-1.5219e-07,97748,22631,0.00036498,0.4535,0.46287,0.4501
-0.73891,-0.63766,285.45,297.52,-4.3375e-06,97590,36351,0,0.10317,0.10321,0.15836
0.66179,1.9036,293.96,303.93,-0.002468,97950,-3.2593e+06,0,0.12538,0.12471,0.14759
3.7143,4.2536,291.82,299.33,0,91899,-5.4349e+05,0,0.022861,0.020509,6.5585e-05
-0.0081458,0.099391,294.22,297.1,-0.0024645,95066,-2.1321e+06,0.0016164,0.38281,0.40749,0.40347
-0.12401,1.1941,295.26,295.85,-1.0425e-05,97668,4.0823e+05,0,0.26177,0.26175,0.27991
1.3656,0.79353,295.3,299.9,-0.002062,97776,-4.0659e+06,0.00013035,0.21048,0.21048,0.2379
-2.8447,-3.7868,270.03,294.96,-2.2829e-07,99097,9.3753e+05,0,0.01813,0.018101,0.060048
-0.4629,0.73703,295.73,296.07,0,96398,6745,0,0.40417,0.4034,0.42708
1.083,1.7579,294.83,295.11,0,98130,34185,0,0.39807,0.39755,0.41028
-1.2727,-3.2184,274.6,306.09,-1.1262e-05,97793,-4.9021e+06,0,0.23741,0.23741,0.27643
-2.7607,0.66821,279.45,315.02,0,96177,-4.0139e+06,0,0.0099034,0.0097816,2.8108e-05
-0.59118,1.0369,296.05,297.65,-0.0017896,96978,-1.9682e+06,0.0036694,0.33021,0.32943,0.31205
-3.2858,-2.277,281.76,302.91,-0.00061661,93636,-8.54e+05,0,0.10025,0.099914,0.17749
-3.2059,-1.6844,274.32,302.25,0,96539,-2.1993e+06,0,0.0066991,0.0066709,0.0015834
-0.24856,3.7162,274.5,311.16,0,97285,-5.6653e+06,0,0.001293,7.4954e-05,NaN
0.6891,0.79311,293.48,293.92,-1.5219e-07,94795,82565,0.00029329,0.41884,0.4166,0.41694
1.5456,-1.0349,295.17,301.82,-0.0011118,93511,-1.1219e+06,0.0082252,0.3888,0.3823,0.38349
0.89185,0.85131,286.01,298.28,-1.8415e-05,97697,91953,0,0.10906,0.10904,0.1515
1.155,0.78291,292.21,292.86,0,92815,73900,0,0.36011,0.35987,0.36203
3.5732,-0.53018,284.78,299.51,0,92979,4.3856e+05,0,0.025344,0.025241,1.8739e-05
-3.5465,0.54884,275.69,302.15,-2.3438e-05,94852,-5.5809e+06,0,0.027621,0.027602,0.052281
2.7179,0.36447,293.02,300.21,-0.0012787,94562,-1.5306e+06,0.00038454,0.38965,0.38662,0.39017
1.6392,1.6104,281.93,307.47,-1.5219e-06,96956,-3.7987e+06,0,0.0053124,0.0052655,0.078487
2.9985,3.1164,289.9,302.02,-6.6965e-06,96980,-5.2588e+06,4.5623e-05,0.027958,0.027939,0.0101
-0.046215,0.12955,288.74,299.48,-0.00022783,93044,-51023,0,0.32312,0.3162,0.29068
-0.67808,-1.2978,290.51,298.87,-0.0020487,96254,-2.4816e+06,0,0.17676,0.17738,0.25377
3.1611,1.4533,295.5,303.71,-1.0882e-05,97395,-4.85e+05,0,0.17717,0.17672,0.23201
